,tweet_text,directed_at,sentiment,company,target,clean_tweet,hashtags,mentions
2481,No Android version? RT @mention @mention Download the @mention for iPhone to reserve your space during #sxsw!,Unknown,No emotion toward brand or product,Unknown,neutral,no android version rt download the for iphone to reserve your space during,#sxsw,@mention @mention @mention
2482,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",iPad or iPhone App,Negative emotion,Apple,negative,so annoyed with schedule app that has bad for ipad my fingers ain't that fat y'all,#sxsw #ui,
2483,{link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,Apple,Positive emotion,Apple,positive,link did you hear apple s opening a temporary store just for via,#sxsw,@mention
2484,HTML 5 and you. At the google booth. #sxsw  {link},Unknown,No emotion toward brand or product,Unknown,neutral,html 5 and you at the google booth link,#sxsw,
2485,Don't hold your breath about Google Circles (at least during #SXSW): {link},Unknown,No emotion toward brand or product,Unknown,neutral,don't hold your breath about google circles at least during link,#sxsw,
2486,"Stay tuned, @mention up next on the emergency iPad station at #sxsw, facebook bullying and online privacy: {link}",Unknown,No emotion toward brand or product,Unknown,neutral,stay tuned up next on the emergency ipad station at facebook bullying and online privacy link,#sxsw,@mention
2487,"Now: Poked, Liked and Re-tweeted - a Google Love Story - Alisa (iCrossing). #sxsw #futurefifteen",Unknown,No emotion toward brand or product,Unknown,neutral,now poked liked and re tweeted a google love story alisa icrossing,#sxsw #futurefifteen,
2488,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw,Google,Positive emotion,Google,positive,ballroom d talking about some cool projects obv love the google art project,#marissagoogle #sxsw,
2489,All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,iPad or iPhone App,Positive emotion,Apple,positive,all packed charging the ipad for a busy day weekend ahead also need to download the apps for iphone ipad,#sxsw,
2490,"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",iPad,Positive emotion,Apple,positive,ipad found my friend jeff has it thanks to everyone who helped especially,#sxsw,@mention
2491,All Packed. A few too many #Apple devices. Alarm set for 5:15am. See ya'll at #SXSW. Psyched to meet (finally) many of you guys!,Apple,Positive emotion,Apple,positive,all packed a few too many devices alarm set for 5 15am see ya'll at psyched to meet finally many of you guys,#apple #sxsw,
2492,Why should/shouldn't I get an iPad 2? Discuss :-) #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,why should shouldn't i get an ipad 2 discuss,#sxsw,
2493,First ipad2 sighting at #SXSW interactive - infact everyone has at least 1 Apple product in use at all times,Unknown,Positive emotion,Unknown,positive,first ipad2 sighting at interactive infact everyone has at least 1 apple product in use at all times,#sxsw,
2494,#want ipad2? Win it here: {link} #sxsw,iPad,Positive emotion,Apple,positive,ipad2 win it here link,#want #sxsw,
2495,Download Daily Grape  - a new app from @mention for the iPhone.  You can take him with you to the wine shop. #sxsw,iPad or iPhone App,Positive emotion,Apple,positive,download daily grape a new app from for the iphone you can take him with you to the wine shop,#sxsw,@mention
2496,@mention dan die maar doen? :P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,Unknown,No emotion toward brand or product,Unknown,neutral,dan die maar doen p rt ipad store sold out of everything except 64gig wifi only white,#sxsw,@mention @mention
2497,The MoST Dangerous ipad in my life.. {link} Jaqueline Bojan #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,the most dangerous ipad in my life link jaqueline bojan,#sxsw,
2498,Cobra iRadar detection system coming to Android next month {link} #Android #GPS #iPhone #SXSW,Android App,Positive emotion,Google,positive,cobra iradar detection system coming to android next month link,#android #gps #iphone #sxsw,
2499,iPad 2 Update: ONLINE sales start at 12:01am PST | 3am EST on 3/11/11 | 2-day Free Shipping |FYI: #SXSW - Popup store downtown Austin #apple,Unknown,No emotion toward brand or product,Unknown,neutral,ipad 2 update online sales start at 12 01am pst 3am est on 3 11 11 2 day free shipping fyi popup store downtown austin,#sxsw #apple,
2500,"Mobile updates RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Unknown,No emotion toward brand or product,Unknown,neutral,mobile updates rt hoot new blog post hootsuite mobile for updates for iphone blackberry amp android link,#sxsw,@mention
2501,#JustMet David from Beyond. We both had stories of guys making drunken ipad purchases at the Apple pop up store. #SXSW #whattechnerdsdodrunk,Unknown,No emotion toward brand or product,Unknown,neutral,david from beyond we both had stories of guys making drunken ipad purchases at the apple pop up store,#justmet #sxsw #whattechnerdsdodrunk,
2502,"Exciting day at #sxsw to day. Now Tim Ferriss, and rumors about launch of Google Circles later...",Other Google product or service,Positive emotion,Google,positive,exciting day at to day now tim ferriss and rumors about launch of google circles later,#sxsw,
2503,It's pie day at the google booth at #sxsw #mylunch,Google,Positive emotion,Google,positive,it's pie day at the google booth at,#sxsw #mylunch,
2504,#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! {link},Unknown,No emotion toward brand or product,Unknown,neutral,have a great time i played there with the white stripes amp 60secondcrush detroit showcase in lucys link,#musicmonday #sxsw,@mention
2505,"Happy Pi Day!  (If google doesn't launch Circles on Pi day, it doesn't exist) #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,happy pi day if google doesn't launch circles on pi day it doesn't exist,#sxsw,
2506,The forbidden apple has been spoiled! Long live #samsung! They are rocking the #sxsw &amp; #sxswi's world.,Apple,Negative emotion,Apple,negative,the forbidden apple has been spoiled long live they are rocking the amp s world,#samsung #sxsw #sxswi,
2507,dumb blonde {link} Evelyn #sxsw Juwan Howard iPad,Unknown,No emotion toward brand or product,Unknown,neutral,dumb blonde link evelyn juwan howard ipad,#sxsw,
2508,Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention,Unknown,No emotion toward brand or product,Unknown,neutral,woah dude at gets branded tattoo in exchange for ipad no really link,#sxsw,@mention
2509,"To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",Unknown,No emotion toward brand or product,Unknown,neutral,to the dude propping his ipad on the urinal your time isn't that valuable,#sxsw #ewww,
2510,I just made the decision: Id like to purchase an iPad.  It would be perfect for me at #SXSW.,iPad,Positive emotion,Apple,positive,i just made the decision id like to purchase an ipad it would be perfect for me at,#sxsw,
2511,The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi,Unknown,No emotion toward brand or product,Unknown,neutral,the big idea google leaves nothing left to discover link,#sxsw #sxswi,
2512,"Getting ideas at #SXSW? Save them on your iPad using Action Lists. True to GTD, syncs w/ iPhone &amp; web.
{link}",Unknown,Positive emotion,Unknown,positive,getting ideas at save them on your ipad using action lists true to gtd syncs w iphone amp web link,#sxsw,
2513,bands needed for sx podcast {link} #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,bands needed for sx podcast link,#sxsw,
2514,Have decided I need an ipad. #usguys #sxsw,iPad,Positive emotion,Apple,positive,have decided i need an ipad,#usguys #sxsw,
2515,giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,giving added value to location based services needs to battle check in fatigue,#google #pnid #sxsw,
2516,@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. {link},Unknown,No emotion toward brand or product,Unknown,neutral,definitely yobongo real time chat at is going to be killer link,#sxsw,@mention
2517,"It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",Apple,Positive emotion,Apple,positive,it's a model for one not for all rt quot apple comes up with cool tech no one's ever heard of cuz they don't go to conferences quot,#sxsw,@mention
2518,Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,Android,Positive emotion,Google,positive,great ui demo of on link,#xoom #sxsw #android #tech #tablet,@mention @mention
2519,Watching demo of google hotpot ... People using this? #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,watching demo of google hotpot people using this,#sxsw,
2520,We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?,Unknown,No emotion toward brand or product,Unknown,neutral,we're wondering how many will come back from with ipad 2's maybe everyone,#sxsw,@mention
2521,Dudes! Dudes! Check it out: Tweet anything w/ 'iPad' in it &amp; naked lady response bots will tell you how they 'simply gaimed one free' #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,dudes dudes check it out tweet anything w ipad in it amp naked lady response bots will tell you how they simply gaimed one free,#sxsw,
2522,"#SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",Unknown,No emotion toward brand or product,Unknown,neutral,tradeshow floor engage w our multi touch interactive wall take part in an augmented reality in 3d and enter to win an ipad,#sxsw,
2523,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,the ipad design panel in hilton salon j is filling up quickly no surprises there,#tapworthy #sxsw,
2524,The iPad design panel in Hilton Salon J is filling up quickly. No surprises there. #tapworthy #sxsw it's more fun with the iPad2,iPad,Positive emotion,Apple,positive,the ipad design panel in hilton salon j is filling up quickly no surprises there it's more fun with the ipad2,#tapworthy #sxsw,
2526,#android dev meetup was mostly ppl looking for devs. Good skill to learn if you havent already. #SXSW #mccannsxsw,Android,Positive emotion,Google,positive,dev meetup was mostly ppl looking for devs good skill to learn if you havent already,#android #sxsw #mccannsxsw,
2527,"Possible dÌ©voilement au #SXSW RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Unknown,No emotion toward brand or product,Unknown,neutral,possible d voilement au rt google to launch major new social network called circles possibly today link,#sxsw,@mention
2528,"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - {link} - via @mention",Unknown,No emotion toward brand or product,Unknown,neutral,predicts group texting to be next big thing fast society comes to android amp updates iphone app link via,#sxsw,@mention
